SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,SHARED_TIME,TITLEI_STATUS,TITLEI_STATUS_TEXT,MAGNET_TEXT,NSLP_STATUS,NSLP_STATUS_TEXT,VIRTUAL,VIRTUAL_TEXT
2017-2018,6,CALIFORNIA,CA,California Prep Sutter 8-12,1,,CA-5171415,624690,CA-5171415-0132761,62469013932,613932,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,FULLVIRTUAL,Full Virtual
2017-2018,6,CALIFORNIA,CA,Mesa Elementary,1,,CA-5672470,624720,CA-5672470-6055123,62472003705,603705,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Golden Valley Charter,1,,CA-5672470,624720,CA-5672470-5630363,62472010451,610451,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Coyote Valley Elementary,1,,CA-1764055,624750,CA-1764055-6110761,62475000437,600437,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Minnie Cannon Elementary,1,,CA-1764055,624750,CA-1764055-6010672,62475003706,603706,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Loconoma Valley High,1,,CA-1764055,624750,CA-1764055-1730035,62475003707,603707,Missing,TGELGBNOPROG,Title I targeted assistance eligible school-No program,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Middletown High,1,,CA-1764055,624750,CA-1764055-1736008,62475003708,603708,Missing,TGELGBNOPROG,Title I targeted assistance eligible school-No program,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Cobb Mountain Elementary,1,,CA-1764055,624750,CA-1764055-6105456,62475008901,608901,Missing,TGELGBNOPROG,Title I targeted assistance eligible school-No program,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Middletown Middle,1,,CA-1764055,624750,CA-1764055-6107049,62475009155,609155,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Lake County International Charter,1,,CA-1764055,624750,CA-1764055-0108340,62475010819,610819,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,California Connections Academy @ North Bay,1,,CA-1764055,624750,CA-1764055-0129601,62475013769,613769,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,FULLVIRTUAL,Full Virtual
2017-2018,6,CALIFORNIA,CA,Midway Elementary,1,,CA-1563669,624780,CA-1563669-6009781,62478003709,603709,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Mill Valley Middle,1,,CA-2165391,624870,CA-2165391-6085187,62487003712,603712,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Old Mill Elementary,1,,CA-2165391,624870,CA-2165391-6024442,62487003713,603713,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Park Elementary,1,,CA-2165391,624870,CA-2165391-6024459,62487003714,603714,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Tamalpais Valley Elementary,1,,CA-2165391,624870,CA-2165391-6024475,62487003716,603716,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Strawberry Point Elementary,1,,CA-2165391,624870,CA-2165391-6024467,62487008518,608518,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Edna Maguire Elementary,1,,CA-2165391,624870,CA-2165391-6024418,62487009926,609926,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Green Hills Elementary,1,,CA-4168973,624900,CA-4168973-6044200,62490003717,603717,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Lomita Park Elementary,1,,CA-4168973,624900,CA-4168973-6044226,62490003718,603718,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Meadows Elementary,1,,CA-4168973,624900,CA-4168973-6044234,62490003719,603719,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Spring Valley Elementary,1,,CA-4168973,624900,CA-4168973-6044259,62490003721,603721,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Taylor Middle,1,,CA-4168973,624900,CA-4168973-6044267,62490003722,603722,Missing,TGELGBNOPROG,Title I targeted assistance eligible school-No program,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Millville Elementary,1,,CA-4570052,624930,CA-4570052-6050405,62493003723,603723,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Mission Elementary,1,,CA-2766084,625110,CA-2766084-6026157,62511003725,603725,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Elihu Beard Elementary,1,60,CA-5071167,625130,CA-5071167-6052625,62513003726,603726,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Bret Harte Elementary,1,60,CA-5071167,625130,CA-5071167-6052633,62513003727,603727,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Burbank Elementary,1,60,CA-5071167,625130,CA-5071167-6052641,62513003728,603728,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,El Vista Elementary,1,60,CA-5071167,625130,CA-5071167-6052658,62513003729,603729,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Enslen Elementary,1,60,CA-5071167,625130,CA-5071167-6052666,62513003730,603730,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Catherine Everett Elementary,1,60,CA-5071167,625130,CA-5071167-6052674,62513003731,603731,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Fairview Elementary,1,60,CA-5071167,625130,CA-5071167-6052682,62513003732,603732,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Franklin Elementary,1,60,CA-5071167,625130,CA-5071167-6052690,62513003733,603733,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,John Fremont Elementary,1,60,CA-5071167,625130,CA-5071167-6052708,62513003735,603735,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,William Garrison Elementary,1,60,CA-5071167,625130,CA-5071167-6052716,62513003738,603738,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,La Loma Junior High,1,60,CA-5071167,625130,CA-5071167-6052740,62513003740,603740,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Lakewood Elementary,1,60,CA-5071167,625130,CA-5071167-6097752,62513003741,603741,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Mark Twain Junior High,1,60,CA-5071167,625130,CA-5071167-6052765,62513003742,603742,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,James Marshall Elementary,1,60,CA-5071167,625130,CA-5071167-6052773,62513003743,603743,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,John Muir Elementary,1,60,CA-5071167,625130,CA-5071167-6052724,62513003745,603745,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Robertson Road Elementary,1,60,CA-5071167,625130,CA-5071167-6052799,62513003747,603747,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Roosevelt Junior High,1,60,CA-5071167,625130,CA-5071167-6052807,62513003748,603748,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Rose Avenue Elementary,1,60,CA-5071167,625130,CA-5071167-6052815,62513003749,603749,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Shackelford Elementary,1,60,CA-5071167,625130,CA-5071167-6052823,62513003750,603750,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Sonoma Elementary,1,60,CA-5071167,625130,CA-5071167-6093512,62513003751,603751,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Tuolumne Elementary,1,60,CA-5071167,625130,CA-5071167-6052849,62513003754,603754,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Wilson Elementary,1,60,CA-5071167,625130,CA-5071167-6052872,62513003756,603756,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Orville Wright Elementary,1,60,CA-5071167,625130,CA-5071167-6052781,62513003757,603757,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Harriette Kirschen Elementary,1,60,CA-5071167,625130,CA-5071167-6105670,62513008903,608903,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Alberta Martone Elementary,1,60,CA-5071167,625130,CA-5071167-6107023,62513009156,609156,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Evelyn Hanshaw Middle,1,60,CA-5071167,625130,CA-5071167-6110068,62513010333,610333,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Peter Johansen High,1,60,CA-5071175,625150,CA-5071175-5030135,62515001807,601807,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Fred C. Beyer High,1,60,CA-5071175,625150,CA-5071175-5030010,62515003734,603734,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Robert Elliott Alternative Education Center,1,60,CA-5071175,625150,CA-5071175-5034913,62515003737,603737,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Grace M. Davis High,1,60,CA-5071175,625150,CA-5071175-5031380,62515003739,603739,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Modesto High,1,60,CA-5071175,625150,CA-5071175-5034905,62515003744,603744,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Thomas Downey High,1,60,CA-5071175,625150,CA-5071175-5031802,62515003753,603753,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,James C. Enochs High,1,60,CA-5071175,625150,CA-5071175-0110593,62515011812,611812,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Aspire Vanguard College Preparatory Academy,1,60,CA-5071175,625150,CA-5071175-0120212,62515012511,612511,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Joseph A. Gregori High,1,60,CA-5071175,625150,CA-5071175-0121129,62515012556,612556,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Alturas Elementary,1,,CA-2573585,625190,CA-2573585-6025845,62519003762,603762,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Modoc High,1,,CA-2573585,625190,CA-2573585-2535409,62519003764,603764,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Modoc Middle,1,,CA-2573585,625190,CA-2573585-6058697,62519003765,603765,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,State Line Elementary,1,,CA-2573585,625190,CA-2573585-6025886,62519003767,603767,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Warner High,1,,CA-2573585,625190,CA-2573585-2530020,62519003768,603768,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,High Desert Community Day,1,,CA-2573585,625190,CA-2573585-2530111,62519008526,608526,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,California City Middle,1,,CA-1563677,625230,CA-1563677-6111272,62523002042,602042,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Mojave Elementary,1,,CA-1563677,625230,CA-1563677-6009799,62523003769,603769,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Mojave Jr./Sr. High,1,,CA-1563677,625230,CA-1563677-0136259,62523003771,603771,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Robert P. Ulrich Elementary,1,,CA-1563677,625230,CA-1563677-6009823,62523003773,603773,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Hacienda Elementary,1,,CA-1563677,625230,CA-1563677-0113837,62523011964,611964,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,California City High,1,,CA-1563677,625230,CA-1563677-0114512,62523012107,612107,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Monroe Elementary,1,,CA-1062323,625290,CA-1062323-6006993,62529003774,603774,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPCEO,Yes under Community Eligibility Option (CEO),NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Bradoaks Elementary,1,,CA-1964790,625320,CA-1964790-6020424,62532003775,603775,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Canyon Oaks High,1,,CA-1964790,625320,CA-1964790-1935899,62532003776,603776,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Clifton Middle,1,,CA-1964790,625320,CA-1964790-6020432,62532003777,603777,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Mayflower Elementary,1,,CA-1964790,625320,CA-1964790-6020457,62532003778,603778,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Monroe Elementary,1,,CA-1964790,625320,CA-1964790-6020465,62532003779,603779,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Monrovia High,1,,CA-1964790,625320,CA-1964790-1935923,62532003780,603780,Missing,NOTTITLE1ELIG,Not a Title I school,Yes,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Plymouth Elementary,1,,CA-1964790,625320,CA-1964790-6020473,62532003781,603781,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Santa Fe Computer Science Magnet,1,,CA-1964790,625320,CA-1964790-6020481,62532003782,603782,Missing,SWELIGNOPROG,Title I schoolwide eligible school-No program,Yes,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Wild Rose Elementary,1,,CA-1964790,625320,CA-1964790-6020499,62532003783,603783,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Mountain Park,1,,CA-1964790,625320,CA-1964790-1996404,62532008725,608725,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Canyon Early Learning Center,1,,CA-1964790,625320,CA-1964790-0115147,62532013522,613522,Missing,MISSING,Missing,Missing,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Monson-Sultana Elementary,1,,CA-5472009,625350,CA-5472009-6054167,62535003784,603784,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPPRO2,Yes under Provision 2,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Montague Elementary,1,,CA-4770417,625380,CA-4770417-6050876,62538003785,603785,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Monte Rio Elementary,1,,CA-4970813,625410,CA-4970813-6051866,62541003786,603786,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Bandini Elementary,1,,CA-1964808,625470,CA-1964808-6020507,62547003788,603788,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPPRO2,Yes under Provision 2,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Bell Gardens Elementary,1,,CA-1964808,625470,CA-1964808-6020515,62547003789,603789,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPPRO2,Yes under Provision 2,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Bell Gardens High,1,,CA-1964808,625470,CA-1964808-1930825,62547003790,603790,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Bell Gardens Intermediate,1,,CA-1964808,625470,CA-1964808-6058408,62547003791,603791,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPPRO2,Yes under Provision 2,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Bella Vista Elementary,1,,CA-1964808,625470,CA-1964808-6020523,62547003792,603792,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Cesar E. Chavez Elementary,1,,CA-1964808,625470,CA-1964808-6020531,62547003793,603793,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPPRO2,Yes under Provision 2,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Joseph A. Gascon Elementary,1,,CA-1964808,625470,CA-1964808-6020549,62547003794,603794,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPPRO2,Yes under Provision 2,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Eastmont Intermediate,1,,CA-1964808,625470,CA-1964808-6058416,62547003795,603795,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPPRO2,Yes under Provision 2,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Fremont Elementary,1,,CA-1964808,625470,CA-1964808-6020556,62547003796,603796,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPPRO1,Yes under Provision 1,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Garfield Elementary,1,,CA-1964808,625470,CA-1964808-6020564,62547003797,603797,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPPRO2,Yes under Provision 2,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Greenwood Elementary,1,,CA-1964808,625470,CA-1964808-6020580,62547003798,603798,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPPRO2,Yes under Provision 2,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,La Merced Elementary,1,,CA-1964808,625470,CA-1964808-6020598,62547003799,603799,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,La Merced Intermediate,1,,CA-1964808,625470,CA-1964808-6085674,62547003800,603800,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPPRO1,Yes under Provision 1,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Macy Intermediate,1,,CA-1964808,625470,CA-1964808-6020572,62547003801,603801,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Montebello Gardens Elementary,1,,CA-1964808,625470,CA-1964808-6020614,62547003802,603802,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPPRO2,Yes under Provision 2,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Montebello High,1,,CA-1964808,625470,CA-1964808-1935998,62547003803,603803,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Montebello Intermediate,1,,CA-1964808,625470,CA-1964808-6058432,62547003804,603804,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPPRO2,Yes under Provision 2,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Montebello Park Elementary,1,,CA-1964808,625470,CA-1964808-6020622,62547003805,603805,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPPRO2,Yes under Provision 2,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Potrero Heights Elementary,1,,CA-1964808,625470,CA-1964808-6020630,62547003806,603806,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Rosewood Park,1,,CA-1964808,625470,CA-1964808-6020648,62547003807,603807,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPPRO2,Yes under Provision 2,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Schurr High,1,,CA-1964808,625470,CA-1964808-1930155,62547003808,603808,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Suva Elementary,1,,CA-1964808,625470,CA-1964808-6020655,62547003809,603809,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPPRO2,Yes under Provision 2,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Suva Intermediate,1,,CA-1964808,625470,CA-1964808-6085682,62547003810,603810,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPPRO2,Yes under Provision 2,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Vail High (Continuation),1,,CA-1964808,625470,CA-1964808-1938927,62547003811,603811,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Washington Elementary,1,,CA-1964808,625470,CA-1964808-6020663,62547003812,603812,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPPRO1,Yes under Provision 1,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Wilcox Elementary,1,,CA-1964808,625470,CA-1964808-6020671,62547003813,603813,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPPRO1,Yes under Provision 1,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Winter Gardens Elementary,1,,CA-1964808,625470,CA-1964808-6020689,62547003814,603814,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPPRO2,Yes under Provision 2,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Montebello Community Day,1,,CA-1964808,625470,CA-1964808-1996388,62547008726,608726,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Applied Technology Center,1,,CA-1964808,625470,CA-1964808-0124552,62547012972,612972,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
